insee,commune,dep,lon,lat,pt,Température moyenne annuelle (°C)__reference,Température moyenne annuelle (°C)__basse,Température moyenne annuelle (°C)__mediane,Température moyenne annuelle (°C)__haute,Température moyenne en été (°C)__reference,Température moyenne en été (°C)__basse,Température moyenne en été (°C)__mediane,Température moyenne en été (°C)__haute,Température moyenne en hiver (°C)__reference,Température moyenne en hiver (°C)__basse,Température moyenne en hiver (°C)__mediane,Température moyenne en hiver (°C)__haute,Nombre de jours avec Tx ≥ 35°C (j/an)__reference,Nombre de jours avec Tx ≥ 35°C (j/an)__basse,Nombre de jours avec Tx ≥ 35°C (j/an)__mediane,Nombre de jours avec Tx ≥ 35°C (j/an)__haute,Nombre de nuits tropicales (j/an)__reference,Nombre de nuits tropicales (j/an)__basse,Nombre de nuits tropicales (j/an)__mediane,Nombre de nuits tropicales (j/an)__haute,Cumul de précipitations annuelles (mm)__reference,Cumul de précipitations annuelles (mm)__basse,Cumul de précipitations annuelles (mm)__mediane,Cumul de précipitations annuelles (mm)__haute
62629,Noyellette,62,2.591911873836862,50.29788499893445,,10.01385140067775,12.777466260609977,12.996621680813298,13.250236540745522,16.777466260609973,19.24831084040665,20.0510811205422,20.824695980474427,3.4566216808132983,5.290236540745524,6.1466216808133,6.810236540745524,0.1,0.8361485993222514,2.3722971986445027,5.727702801355497,0.5,3.763851400677749,7.491554202033246,10.827702801355498,851.0093890408262,799.4459425128288,943.641214618041,1007.2869220501856
59219,Estrun,59,3.2943218014164195,50.2443043567396,,10.67,13.5,13.7,13.93,17.85,20.55,21.25,21.89,3.72,5.6,6.43,7.09,0.1,1.0,3.5,6.7,1.4,9.4,14.0,18.9,713.92,663.21,784.31,865.0
62242,Couin,62,2.5338551279363077,50.13287948105821,,9.86,12.66,12.83,13.1,16.64,19.13,19.91,20.65,3.28,5.11,5.98,6.63,0.1,0.9,2.3,5.3,0.4,3.8,7.2,10.5,858.12,809.38,938.55,1001.6
62578,Monchiet,62,2.623076669275249,50.23830437642791,,9.95,12.72,12.92,13.18,16.72,19.21,20.0,20.78,3.38,5.22,6.07,6.74,0.1,0.9,2.5,5.6,0.5,3.7,7.3,10.7,854.7,803.89,945.71,1011.98
62535,La Madelaine-sous-Montreuil,62,1.7484764717703534,50.46592323544183,,10.49,13.08,13.42,13.76,16.85,18.9,20.09,20.67,4.34,6.17,7.16,7.67,0.1,0.4,1.9,4.2,0.5,3.3,7.2,12.1,949.87,919.86,1024.86,1186.95
62170,Bouvigny-Boyeffles,62,2.673250014117877,50.42313881715186,,9.964670146968247,12.738766513002815,12.95876839632901,13.229006038666462,16.88840151738835,19.40280378908933,20.20151985376269,20.97662494477621,3.2262801582169964,5.061162012889337,5.921122561552912,6.595662294230732,0.1500626133503849,0.8503130667519248,2.5519328134812205,5.599744230157848,0.549287103443211,4.1457300239160295,8.39058346092667,11.98159090136076,780.3671249270952,729.0941848751086,853.7360197329342,936.5612787571746
59289,Haussy,59,3.4791920812621138,50.22250114683208,,10.37149531264412,13.18149531264412,13.395623830803778,13.62562383080378,17.561239353788345,20.2246718172619,20.99880033542156,21.629056294277333,3.3785747668821138,5.235142303408561,6.105142303408561,6.771453881079234,0.1,1.5051191771154735,3.205119177115474,6.490783767744464,1.158714818403391,7.4692570757976195,11.93493244106209,16.53112990555781,726.2418827015977,679.3238175458636,792.0641794724029,876.1727477542788
59627,Villers-Sire-Nicole,59,4.014057688435743,50.34047799322495,,10.14,12.95,13.18,13.46,17.39,20.07,20.86,21.65,3.09,4.97,5.85,6.56,0.1,0.6,2.4,5.3,1.4,9.3,13.6,18.9,845.6,806.24,938.21,1027.12
59374,Marbaix,59,3.837079299244268,50.12732534078666,,10.011443177689769,12.851443177689768,13.031683707304728,13.331443177689769,17.261443177689767,19.96144317768977,20.761202648074807,21.561202648074804,2.951683707304729,4.8316837073047285,5.721683707304729,6.41192423691969,0.0,0.7,2.3,5.302405296149613,1.3024052961496126,8.912026480748063,13.302405296149614,18.10962118459845,852.044197129329,811.8304869412761,945.7509680005062,1029.4704833082717
62632,Oblinghem,62,2.59361481665391,50.550914365467,,10.52,13.16,13.41,13.65,17.1,19.44,20.21,20.89,4.16,5.98,6.86,7.43,0.1,0.6,2.2,4.9,0.3,2.8,6.2,8.7,708.79,666.77,784.81,886.48
59115,Brunémont,59,3.14438428034025,50.274240372491306,,10.61,13.44,13.64,13.93,17.8,20.5,21.15,21.87,3.64,5.51,6.35,7.02,0.2,1.6,3.5,6.3,1.3,9.6,14.2,18.5,714.56,672.95,787.57,867.81
59119,Buysscheure,59,2.33624690818346,50.80658184365849,,10.42645869247132,13.043039181682827,13.388535645697438,13.784742222126786,16.959962802182208,19.28611556118345,20.26575551171188,21.04402517805676,4.080853779695327,5.908620244619828,6.809096107918085,7.388884027915409,0.1,0.4195115287102145,2.0181842086063484,4.655879945922911,0.3084284442512411,3.143638723197117,6.773132041500518,9.982427616327625,708.0079233550147,676.0970653127356,772.9134839448466,857.428991471844
59052,Bauvin,59,2.893228297799293,50.51585345248485,,10.762695608427151,13.536014959652558,13.75755987304218,14.028369350540908,17.803491213577054,20.344539755866847,21.11400145702571,21.834553646798145,3.913173445896932,5.805205463571358,6.652878835963136,7.2887823946354064,0.2,1.0514035950124814,3.451172203373956,6.4308982677924575,1.4311760864184655,10.041868996138293,14.73602595974868,19.200303076095672,702.8278667174765,651.0861634104219,757.2668481327674,864.0478939796791
62036,Anvin,62,2.2574616710620763,50.45017941692411,,9.858955145875145,12.482284556183014,12.73082646803877,13.026452203606048,16.345613966490884,18.590401464943,19.64165293607754,20.30311102422178,3.5266705896921304,5.296877206701823,6.20396103041334,6.812709559278791,0.0145808814424183,0.3729044072120915,1.6312279329817647,4.233294103078693,0.3145808814424183,2.3041323401938563,6.174970577309019,9.545808814424184,974.6086137646251,924.9145585816008,1044.264599115195,1159.8877127330911
59655,Wemaers-Cappel,59,2.4418324149083177,50.814477181267385,,10.401298008407908,13.019122510509886,13.346947012611864,13.720420518917797,16.93129800840791,19.266947012611865,20.253473506305934,20.96824502101977,4.049122510509886,5.8712980084079085,6.765649004203954,7.346947012611865,0.1,0.4435099579604535,2.0217549789802267,4.66526493694068,0.3,3.1564900420395463,6.534735063059319,9.291225105098867,709.8300169009365,670.3082814726743,770.9536895664515,861.486753152966
59179,Douchy-les-Mines,59,3.3895161604222523,50.29957153179534,,10.690723107124,13.492552912928748,13.710723107124,13.94889330131925,17.870723107123997,20.53889330131925,21.29255291292875,21.940723107124,3.7370634955144992,5.605233689709749,6.45889330131925,7.110723107124,0.1817019419524998,1.7,3.4817019419525,7.063403883905,1.3634038839049991,9.298721361477496,14.207231071239995,19.552336897097494,710.0536770680744,665.5510360031667,779.9813270786283,861.6150307662272
59642,Warlaing,59,3.323816945614091,50.409390059394816,,10.859139208921729,13.620286930359423,13.840860791078272,14.139713069640576,17.912582373234816,20.544590885750782,21.265451676829056,21.994017025031933,4.016269905327489,5.867417626765185,6.7079914874840325,7.30856534820288,0.2,1.2114772143769554,3.508607910782717,6.711477214376956,1.6942613928115222,11.765568356869135,16.577045571246092,20.99713069640576,710.9660350770295,661.3882784178434,782.9875328385873,876.7479584643858
62705,Rety,62,1.78537870317589,50.79343599530953,,10.103510747084783,12.721166850086496,13.08888671539615,13.5045650303395,16.512849950327574,18.703158247550885,19.777289087298147,20.65890032480217,3.859937783303888,5.691397775595851,6.720428681615332,7.239053878597565,0.1,0.2191402575042866,1.500241622106084,3.838280515008573,0.4191402575042866,2.829273220415352,6.344888482580656,14.056647055373272,978.5487802360428,949.8946362507309,1052.5655383286332,1220.0505107293504
62673,Quéant,62,2.985034438841591,50.177247364148215,,10.253067777527894,13.062511343094418,13.232801242147108,13.512001636004744,17.302558070438224,19.9330911411998,20.6131145048717,21.341805191639665,3.4135307572737603,5.253507393601859,6.073484029929957,6.7626844237875945,0.1002336367190228,1.2,2.9007009101570684,5.8,0.7055643443347641,5.922820000675722,10.217022019621936,13.41145767528717,688.5863574825534,651.7619902354523,779.0268527087726,810.4329683742205
59652,Wavrechain-sous-Faulx,59,3.282492861587233,50.27122621996228,,10.67,13.5,13.7,13.93,17.85,20.55,21.25,21.89,3.72,5.6,6.43,7.09,0.1,1.0,3.5,6.7,1.4,9.4,14.0,18.9,713.92,663.21,784.31,865.0
59386,Marquette-lez-Lille,59,3.059177865191348,50.67413316174509,,10.82,13.55,13.81,14.11,17.88,20.37,21.19,21.99,3.96,5.88,6.73,7.35,0.2,0.9,3.3,6.4,1.7,10.0,15.6,20.5,713.75,642.29,764.71,845.2
62630,Noyelle-Vion,62,2.546783535703507,50.29160247165953,,9.832823011065276,12.599183203881966,12.804748465857688,13.062893378532443,16.615781088795064,19.106730049417823,19.93247593087024,20.68688407919961,3.2333374158895567,5.069697608706246,5.929851638488036,6.591482328564317,0.1,0.8814491267475959,2.314766602944908,5.405980671389028,0.4170105754345048,3.635561448686909,7.15397937346481,10.22131800053113,863.1330824769467,809.8843489414065,954.642473075044,1009.7171944155504
62564,Mazinghem,62,2.4131450130181498,50.60498418744053,,10.49,13.11,13.41,13.7,17.07,19.37,20.3,20.91,4.12,5.95,6.86,7.44,0.1,0.5,2.5,4.9,0.3,2.7,5.8,8.6,707.61,681.59,793.99,858.0
62798,Sombrin,62,2.505223425880664,50.237746479574895,,9.77962797951744,12.549681125300664,12.749681125300665,13.009681125300666,16.569627979517445,19.069362250601333,19.88941539638456,20.649521687951,3.169627979517443,5.009521687950998,5.869681125300666,6.529468542167775,0.1,0.899468542167775,2.298405626503325,5.30106291566445,0.4,3.599468542167775,7.1,10.1,866.5428081337566,812.9978741686712,957.74010311305,1003.9627292097108
59547,Saint-Vaast-en-Cambrésis,59,3.4348470841021297,50.194280372252855,,10.378271344618067,13.188271344618066,13.408271344618068,13.638271344618069,17.56827134461807,20.228415399233228,21.00841539923323,21.638415399233228,3.388127290002905,5.2479832353877445,6.117983235387745,6.787839180772583,0.1,1.5,3.2,6.398559453848389,1.1,7.397118907696777,11.895678361545166,16.78271344618066,725.6041278952541,678.7130356898867,791.6618230214117,875.2766004152193
59218,Étrœungt,59,3.9434693397383858,50.06210179074795,,9.826853254823767,12.691213746198184,12.876836937060522,13.148402150767014,17.086934843640005,19.802860548720915,20.62134428830416,21.36614663048324,2.7567390304810373,4.6338947995233735,5.532378539106622,6.229583261438702,0.0001631776324727,0.6004895328974182,2.2004895328974188,5.1158153146973975,1.2003263552649457,8.716053725161169,12.972373578585728,17.287862538018175,860.2475909887241,817.3846194914468,956.947347546419,1066.5297738245536
62877,Warlincourt-lès-Pas,62,2.5066617479041886,50.18451464356878,,9.71,12.49,12.69,12.95,16.5,18.95,19.78,20.56,3.1,4.92,5.81,6.43,0.1,0.8,2.0,5.5,0.4,3.5,7.1,10.1,868.94,812.6,935.3,1011.96
59637,Wandignies-Hamage,59,3.3235709962299875,50.39710388869145,,10.85805320505774,13.62064893164742,13.84194679494226,14.139351068352582,17.91584038482678,20.55038290635872,21.27232970130098,21.99908504306388,4.011563888583541,5.864159615173221,6.705457478468061,7.306755341762899,0.2,1.2259572658967977,3.519467949422598,6.725957265896798,1.6870213670516012,11.722128202309609,16.548085468206406,20.9935106835258,710.7213222063441,661.3861064101154,782.5933134359597,876.4804395125567
62155,Bonningues-lès-Ardres,62,2.0216366562889254,50.77612273945465,,9.841401471660925,12.421491889187436,12.741582306713948,13.081717933003716,16.281717933003716,18.501830954911853,19.55165011985883,20.26192137243837,3.541220636607902,5.311424076042552,6.271424076042552,6.861424076042553,0.1,0.3004520876325562,1.4004520876325564,4.500678131448836,0.3,2.0011302190813907,6.2997739561837225,13.194800992225604,993.970476834986,944.1720511705404,1066.606159398095,1223.198100698433
62617,Nœux-les-Mines,62,2.662631144113969,50.47494159300072,,10.315969371836324,12.948330223821443,13.185969371836324,13.458330223821443,16.915969371836326,19.293608519851205,20.011247667866083,20.753608519851205,3.923051927791685,5.730691075806565,6.603051927791685,7.223051927791685,0.1,0.6,2.2236085198512034,5.1,0.2236085198512033,2.2472170397024067,5.294434079404813,7.241651119107219,719.2894768378355,677.062644592303,795.4274222674871,859.4842840586671
59307,Holque,59,2.2046963641726047,50.8559629477702,,10.56726407006955,13.177881423292622,13.526004893937236,13.946004893937234,17.129249388257847,19.387614906254456,20.352735929930454,21.19085940057507,4.222276304912633,6.085520799233244,6.995520799233244,7.573644269877858,0.0962469412892289,0.5849877651569156,1.954963295470747,4.502420473519951,0.3150122348430844,2.953875407141615,7.398912111670868,10.961626221424847,706.4069568742376,688.0885397673591,784.3266225592099,856.3416020637882
62886,Wicquinghem,62,1.950643919125235,50.57268850341092,,9.743643651782516,12.363643651782514,12.654703043152097,12.983643651782517,16.193643651782516,18.354703043152096,19.494703043152096,20.104703043152096,3.432584260412934,5.241524869043353,6.182584260412934,6.721524869043354,0.1,0.3,1.6,4.510593913695809,0.3,1.8894060863041915,5.789406086304192,9.710593913695808,1001.9229540285068,964.0635479422028,1065.5603697680938,1225.841011948204
62333,Fiefs,62,2.3211098271039794,50.50014035976004,,9.83731777466004,12.454111331317618,12.70342754913448,12.999282622344412,16.31476940837437,18.551562965031952,19.611163098354865,20.26660434862832,3.514246034078696,5.279632349476939,6.188029818767739,6.796701931294511,0.0245472234166986,0.334611446069269,1.5852481992305307,4.14058427925014,0.3068378218314095,2.16027863890161,6.039131668039051,9.425629876109207,977.4355761112744,927.5367832825096,1047.1062825202785,1171.5358989587849
62454,Hinges,62,2.62955002621081,50.5712042102155,,10.513913274310378,13.155434955732783,13.405434955732783,13.648478318577595,17.086304867198354,19.435434955732784,20.21913008853443,20.88695663715519,4.158478318577595,5.978478318577595,6.85695663715519,7.4239132743103795,0.1,0.6,2.215216814224054,4.9,0.3152168142240534,2.830433628448106,6.291300885344321,8.88260177068864,707.9302499963409,665.8052539781951,783.3537508787581,884.7528915855701
59447,Onnaing,59,3.5966080357811427,50.38601521721243,,10.780038744610016,13.559733220228985,13.789726550734708,14.05003874461002,17.950052083598568,20.620045414104297,21.39005208359857,22.040052083598567,3.830012066632917,5.699998727644366,6.559998727644365,7.239998727644366,0.1999333050572461,1.5997999151717386,3.1998666101144924,7.299466440457969,1.4997332202289848,9.601654650012502,14.101921429783518,20.097932456774632,706.2192143550135,662.9517122137322,770.4863052582926,847.1266679556949
62865,Vitry-en-Artois,62,2.980512487448582,50.32579534288171,,10.505121379694886,13.286234723106816,13.496012054424432,13.74668006047159,17.538461409930683,20.15046542807216,20.85912941597784,21.598684078613065,3.6917813494590894,5.542226686823864,6.402226686823863,7.0524493555062495,0.1022266868238633,1.4089067472954533,3.015586807767044,6.30668006047159,0.9111334341193168,7.462347231068174,11.9668006047159,15.186840786130668,680.7297472152034,638.3702729153977,754.3619337206123,810.3808120226948
59225,Feignies,59,3.909172604788125,50.29498860978502,,10.03844703578658,12.84545030281829,13.073997094359116,13.361322170125971,17.27352240441612,19.95942555430276,20.743338240629303,21.53052567144783,2.9928969772140417,4.858125227051436,5.742575168478899,6.44957843551061,0.1,0.8224970713731544,2.5940585537688112,5.655995314197047,1.163283669824674,8.011045798114251,12.222359795354558,16.990208461927107,802.2418886744266,761.4570336820001,879.1986071162207,977.0727518721192
62042,Athies,62,2.841584504632162,50.307511982125305,,10.29,13.06,13.27,13.52,17.33,19.94,20.65,21.4,3.44,5.28,6.13,6.78,0.1,0.9,3.0,6.2,0.8,6.2,10.7,13.6,688.02,646.29,765.06,818.09
62274,Dourges,62,2.986435930628497,50.43941159132618,,10.607195452063628,13.385779190330377,13.606267068566735,13.878194895024263,17.624736663436114,20.233320401702866,20.94334408819078,21.684736663436112,3.803017726327621,5.678309038421634,6.531648837570202,7.1864285849399385,0.2,1.2904793001519363,3.3480343385765194,6.45731817354542,0.9756489786040594,7.7687241931722335,12.46943478780972,16.01723226150708,674.8502359889101,629.5404445054274,742.441541522649,818.3546942757828
62115,Berneville,62,2.673127235829148,50.26396448432328,,10.105068111788691,12.885762464325843,13.085762464325844,13.356456816862996,17.024789047308808,19.55756645745741,20.31548339984596,21.09013622357738,3.38,5.230694352537151,6.07,6.734652823731425,0.1,1.2208305761145324,2.874302338800288,5.813887050743022,0.6604152880572662,4.662491728343597,8.850681117886907,12.304152880572662,766.9047128462583,722.6343094227261,855.5726496406223,903.8921789070142
62827,Tournehem-sur-la-Hem,62,2.0477116205936152,50.791477056217566,,10.103907165992192,12.70093343476588,13.03795970353957,13.403499106700108,16.603499106700106,18.84478194266722,19.86072940511984,20.621808211440907,3.769854628444812,5.5781637331856135,6.538163733185614,7.128163733185614,0.1,0.3851313438684489,1.4851313438684488,4.627697015802673,0.3,2.2128283596711222,6.257434328065775,12.220989545512838,874.1832009636921,835.9180899985749,946.0101966297484,1074.8696815128314
62272,Douchy-lès-Ayette,62,2.7104771836701107,50.17581142403116,,10.03,12.83,13.03,13.31,17.1,19.68,20.41,21.21,3.15,5.0,5.83,6.49,0.2,1.5,3.2,6.1,0.7,4.8,9.7,13.1,698.81,660.52,793.58,833.55
59497,Renescure,59,2.378447329786953,50.7354451351744,,10.374074464088093,13.001111696132137,13.298148928176182,13.62926062430832,16.91111169613214,19.25407446408809,20.28703723204405,20.84222339226428,4.021111696132136,5.8411116961321365,6.731111696132136,7.294074464088091,0.1,0.570372320440453,2.070372320440453,5.0,0.3,2.840744640880906,5.8407446408809065,9.01111696132136,708.7574200828631,677.3443941326364,768.9778224864444,853.1926588949755
62292,Elnes,62,2.115224377140412,50.68574722151967,,9.98600876444544,12.59321051733453,12.91321051733453,13.25321051733453,16.523935074846158,18.76569647715743,19.79393507484616,20.471292971379253,3.604403505778176,5.417045609245083,6.3824859598229,6.978807011556353,0.1,0.4088070115563526,1.7720175288908813,4.7808245404472345,0.2455964942218237,1.7823859768872952,5.5383509191055325,8.804684309320184,849.4651131936112,807.0698864224717,920.118972962484,1038.406542319637
62874,Wanquetin,62,2.613942905134584,50.272279728199365,,9.95,12.72,12.92,13.18,16.72,19.21,20.0,20.78,3.38,5.22,6.07,6.74,0.1,0.9,2.5,5.6,0.5,3.7,7.3,10.7,854.7,803.89,945.71,1011.98
62646,Palluel,62,3.0959065309024885,50.264138269488704,,10.52,13.3,13.49,13.76,17.54,20.19,20.85,21.55,3.71,5.54,6.39,7.05,0.2,1.4,3.5,6.2,1.0,7.2,11.4,15.4,679.33,641.4,748.03,824.62
59132,Carnières,59,3.3454304470092677,50.16528125735083,,10.42047909019929,13.23640983797455,13.452065188213403,13.682865426964842,17.608520777203694,20.28588499675952,21.04025950145136,21.675390010475184,3.4359961936933545,5.299554984191827,6.157321273659823,6.825362960664229,0.1,1.271330564388705,3.22758551747033,6.384139019858857,1.163029627567417,7.853346223298262,12.376363913293748,17.1694734951177,723.6995631898715,675.8022724901123,791.9687858396856,875.1790143012119
59128,Capinghem,59,2.964526798382745,50.6470755440858,,10.803269777894204,13.553923733473043,13.784577689051885,14.074577689051884,17.853269777894205,20.37065395557884,21.16196186673652,21.963269777894205,3.934577689051886,5.835231644630727,6.665231644630727,7.295885600209568,0.2,1.086920888423183,3.2130791115768176,6.886920888423183,1.6,10.419618667365226,15.8,20.132697778942045,714.429780883184,654.2112242570964,768.6752583976947,864.9254741196415
59379,Marcq-en-Ostrevent,59,3.234913521973261,50.28794688434026,,10.655474032506543,13.48302640020587,13.684653057128276,13.943059136881622,17.83898456298177,20.5381635876035,21.215715670626047,21.89603807593118,3.697631996177829,5.571673833401936,6.4100796284785,7.073590158953722,0.1433150585349155,1.3574897665535923,3.5,6.584055103997796,1.364894695247773,9.60080197832067,14.25811731645813,18.83300775001121,712.9215056516167,667.1061932233126,785.2476285004346,866.2137371093148
59059,Beaumont-en-Cambrésis,59,3.4516927170277216,50.12726660948162,,10.122921985827634,12.962921985827634,13.165843971655269,13.409382978741451,17.332921985827635,20.025843971655267,20.806460992913816,21.46707801417237,3.1129219858276342,4.969382978741452,5.826460992913817,6.512921985827634,0.1,1.3353900708618296,3.13539007086183,6.27078014172366,1.0,7.229219858276341,11.27078014172366,15.093829787414512,737.7297092196717,687.505553191327,804.0491134764706,884.8170851181676
62872,Wamin,62,2.0618423880879413,50.41527352732238,,10.19,12.79,13.05,13.35,16.58,18.71,19.79,20.38,3.98,5.75,6.66,7.22,0.0,0.3,1.6,4.2,0.4,2.7,6.8,11.0,965.4,924.87,1028.56,1127.54
59558,Saulzoir,59,3.439449205123608,50.24281750276191,,10.53898386370984,13.34898386370984,13.55898386370984,13.78898386370984,17.720600489578313,20.38060048957832,21.15060048957832,21.78898386370984,3.5657506119728923,5.425750611972893,6.295750611972893,6.957367237841367,0.1,1.667667482630523,3.367667482630523,6.851501223945785,1.2,8.270669930522091,12.770669930522091,17.838337413152615,718.6941095071888,672.8431628118424,784.4189593847943,866.9329544890111
62850,Vieil-Hesdin,62,2.113086395644211,50.36334620323735,,10.088068821562274,12.693577123957494,12.938728343639276,13.231529019467793,16.493958388938594,18.65534697135129,19.71328397195277,20.325302286624822,3.864925957929149,5.620092072519758,6.516298974168474,7.095600374914978,0.0550830239521956,0.3,1.6,4.272291139891353,0.4,2.4923747003779617,6.234409519232812,10.330001073068829,972.8881986107052,936.3009961544566,1036.4028175578208,1142.3410671955216
59664,Wulverdinghe,59,2.252908434187248,50.82867741596748,,10.41,13.02,13.39,13.81,16.94,19.26,20.23,21.09,4.07,5.9,6.81,7.37,0.1,0.4,2.0,4.6,0.3,3.1,6.9,10.6,707.62,681.86,776.75,850.54
62266,Denier,62,2.4469643197480337,50.290646820592514,,9.829144522203384,12.59241427820968,12.81261184060733,13.064864051087136,16.611399009488707,19.055871281873053,19.931766539319767,20.68365577357954,3.22689003491806,5.052409724598652,5.936300832049139,6.56871845635133,0.1,0.8326747920078313,2.138589588752186,5.549018225604328,0.4,3.3711960765946,6.881348763804343,10.110129919154604,863.9083592951014,810.7294755542763,942.213834089184,1009.4429888219872
62653,Pernes-lès-Boulogne,62,1.6974484196716824,50.74874137138384,,10.31,12.96,13.33,13.8,16.69,18.86,19.93,20.84,4.13,6.0,7.02,7.58,0.1,0.3,1.6,4.0,0.5,3.7,6.8,15.2,963.85,945.12,1051.5,1197.79
62770,Saint-Venant,62,2.5254641498963744,50.622860628574905,,10.470366724545311,13.101100173635931,13.39926655090938,13.707432928182824,17.00036672454531,19.36183362272656,20.30853310181876,20.918166377273447,4.130733449090622,5.960366724545311,6.859266550909378,7.428533101818756,0.1,0.6,2.20366724545311,4.9963327545468905,0.4,3.1926655090937803,6.22200347271866,9.41833622726555,701.4638100708842,673.444555139285,772.8124145854184,845.4595115995579
62580,Monchy-Breton,62,2.43626660066561,50.398237293755656,,9.786014329910728,12.553726568494907,12.78915104566327,13.046863284247452,16.57372656849491,18.97974089840564,19.93143880707909,20.65143880707909,3.178302091326546,5.006014329910727,5.891438807079091,6.556014329910727,0.1,0.6,2.2,5.277122385841817,0.4,3.0457552283163647,6.9686328424745465,9.945755228316363,866.6250387327799,817.6896367279312,935.0960635071448,1037.505485286415
62859,Villers-l'Hôpital,62,2.209947613987245,50.22893167775323,,10.034955348823852,12.79485176951768,13.032831563377597,13.28586250973916,16.777676831569774,19.137780410875948,20.11008435860112,20.75698004706289,3.5123072312545904,5.338369123977718,6.2253381776161545,6.86241081056076,0.1,0.6292736705539358,2.3965710445877915,5.465527929205504,0.486765783668059,3.7372773086845488,7.131010937421519,11.181522462438007,838.3610214618159,799.049816212092,887.4418319714956,987.3969252107884
59280,Hamel,59,3.06797434146946,50.28254998414809,,10.52,13.3,13.49,13.76,17.54,20.19,20.85,21.55,3.71,5.54,6.39,7.05,0.2,1.4,3.5,6.2,1.0,7.2,11.4,15.4,679.33,641.4,748.03,824.62
62733,Sailly-au-Bois,62,2.598900608004094,50.12160159063022,,9.79,12.57,12.75,13.02,16.57,19.1,19.87,20.64,3.19,5.01,5.88,6.54,0.1,0.8,2.3,5.2,0.4,3.7,7.2,10.3,864.69,812.9,954.88,1036.36
62450,Hestrus,62,2.3291916061415283,50.44969143749264,,9.85013484544874,12.524803269936516,12.770322061882684,13.053909342094713,16.442440790050775,18.7386213269659,19.77127258172237,20.43933821463008,3.424087788327832,5.212640981385018,6.113678565277356,6.743381076919974,0.0448120805383107,0.4646784901619615,1.8720794455115253,4.627920419818583,0.3448120805383107,2.5789143462123696,6.448672097665341,9.75597129045177,935.3691746765968,886.713735777339,1003.4344280908056,1116.0625856567522
59479,Quarouble,59,3.62774037896618,50.40257389486116,,10.780923868098276,13.560923868098278,13.792309670245691,14.051847736196557,17.950923868098275,20.62092386809828,21.39184773619656,22.042309670245693,3.831385802147415,5.701847736196554,6.561385802147416,7.239538065950862,0.2,1.5907613190172312,3.213858021474154,7.313858021474154,1.4953806595086154,9.632335383439692,14.136954723931076,20.10461934049139,706.1668775843492,662.8165010597991,770.5506759095182,847.716818791487
62448,Hesdin-l'Abbé,62,1.68804493688007,50.66958232762501,,10.240051543101089,12.87002689205274,13.210038097074715,13.630020169039556,16.629968625938467,18.729943974890123,19.87993949288133,20.57993501087254,4.040114291224152,5.890096363188991,6.91009636318899,7.480089640175806,0.0999775899560487,0.2,1.5998655397362924,4.19982071964839,0.4000672301318538,2.8001568703076587,6.4003585607032205,12.900493020966929,967.3947131447942,942.0060622294402,1034.643899660199,1211.5260763138554
59602,Tressin,59,3.188515298034728,50.61736648228133,,10.75,13.47,13.72,14.06,17.81,20.34,21.18,21.99,3.89,5.78,6.61,7.26,0.2,1.0,3.0,6.9,1.6,9.5,15.1,19.2,716.15,651.14,768.54,862.42
62573,Meurchin,62,2.8947834603444607,50.4940134760897,,10.61682364320218,13.400094185921308,13.623458914561745,13.930094185921307,17.633458914561743,20.21355310048305,20.96672945728087,21.68018837184261,3.81682364320218,5.71682364320218,6.563458914561744,7.210188371842616,0.2,1.1336472864043612,3.3672945728087225,6.467294572808722,1.0,7.8,12.401883718426166,16.134589145617444,673.3800845137359,627.7810589576317,733.7645535089054,827.7336116496922
62150,Boisjean,62,1.7810418864936748,50.408753768360654,,10.316101359987016,12.896101359987018,13.216137559982382,13.630180999976815,16.69808687998887,18.73205791999258,19.952094119987944,20.56014479998145,4.138123079984236,5.962130319983308,6.944152039980526,7.478195479974962,0.1,0.4,1.940072399990727,4.380506799935088,0.440072399990727,3.0805067999350886,7.261013599870178,11.860289599962908,961.6948124411769,931.8342080007416,1039.7554804803226,1201.7738405210448
62416,Hautecloque,62,2.31634646464075,50.33408866262145,,9.857296635713814,12.617837308571051,12.866755962856578,13.11621528999934,16.637296635713817,19.0,20.025133944284867,20.64162201857172,3.266755962856577,5.086215289999339,5.967296635713814,6.615674617142103,0.1,0.6108134571447429,2.389186542855257,5.410813457144744,0.4,3.3837798142828857,6.510813457144743,10.1,861.831680767185,820.733935101344,907.0247023531264,1011.5119696145338
62546,Maninghen-Henne,62,1.671973545153594,50.7695331196394,,10.34689352269894,12.984992386344445,13.353802272708991,13.820231931802644,16.681669204551852,18.838577954561902,19.90500761365556,20.81262738638466,4.200216704491529,6.061885909043382,7.083076022678831,7.638315568137033,0.0880988636455033,0.2880988636455033,1.5166920455185235,3.916692045518524,0.5238022727089933,3.8071102271904698,7.026121590735436,15.521330681571408,944.4761401285148,926.7720180822726,1030.586133084243,1174.1281606999898
62852,Vieille-Église,62,2.076310424940799,50.93347833397748,,10.76009953133094,13.200071662558276,13.460087587571229,13.950059718798563,16.710159250129507,18.77011943759713,19.650103512584177,20.560055737545326,5.01001592501295,6.74,7.679988056240287,8.209988056240288,0.0,0.2,0.7000398125323763,2.0,0.4001194375971291,4.900796250647527,9.101353626100796,19.201433251165547,727.9626630639996,703.3045043385612,791.266083474247,886.654728426297
