insee,commune,dep,lon,lat,pt,Température moyenne annuelle (°C)__reference,Température moyenne annuelle (°C)__basse,Température moyenne annuelle (°C)__mediane,Température moyenne annuelle (°C)__haute,Température moyenne en été (°C)__reference,Température moyenne en été (°C)__basse,Température moyenne en été (°C)__mediane,Température moyenne en été (°C)__haute,Température moyenne en hiver (°C)__reference,Température moyenne en hiver (°C)__basse,Température moyenne en hiver (°C)__mediane,Température moyenne en hiver (°C)__haute,Température maximale en été (°C)__reference,Température maximale en été (°C)__basse,Température maximale en été (°C)__mediane,Température maximale en été (°C)__haute,Nombre de jours avec Tx ≥ 35°C (j/an)__reference,Nombre de jours avec Tx ≥ 35°C (j/an)__basse,Nombre de jours avec Tx ≥ 35°C (j/an)__mediane,Nombre de jours avec Tx ≥ 35°C (j/an)__haute,Nombre de jours avec Tx ≥ 30°C (j/an)__reference,Nombre de jours avec Tx ≥ 30°C (j/an)__basse,Nombre de jours avec Tx ≥ 30°C (j/an)__mediane,Nombre de jours avec Tx ≥ 30°C (j/an)__haute,Nombre de nuits tropicales (j/an)__reference,Nombre de nuits tropicales (j/an)__basse,Nombre de nuits tropicales (j/an)__mediane,Nombre de nuits tropicales (j/an)__haute,Cumul de précipitations annuelles (mm)__reference,Cumul de précipitations annuelles (mm)__basse,Cumul de précipitations annuelles (mm)__mediane,Cumul de précipitations annuelles (mm)__haute,Cumul de précipitations en été (mm)__reference,Cumul de précipitations en été (mm)__basse,Cumul de précipitations en été (mm)__mediane,Cumul de précipitations en été (mm)__haute,Cumul de précipitations en hiver (mm)__reference,Cumul de précipitations en hiver (mm)__basse,Cumul de précipitations en hiver (mm)__mediane,Cumul de précipitations en hiver (mm)__haute,"Cumul de précipitations quotidiennes remarquables (P99, mm)__reference","Cumul de précipitations quotidiennes remarquables (P99, mm)__basse","Cumul de précipitations quotidiennes remarquables (P99, mm)__mediane","Cumul de précipitations quotidiennes remarquables (P99, mm)__haute",Intensité des précipitations extrêmes (mm/jour)__reference,Intensité des précipitations extrêmes (mm/jour)__basse,Intensité des précipitations extrêmes (mm/jour)__mediane,Intensité des précipitations extrêmes (mm/jour)__haute,Fréquence des précipitations quotidiennes remarquables (j/an)__reference,Fréquence des précipitations quotidiennes remarquables (j/an)__basse,Fréquence des précipitations quotidiennes remarquables (j/an)__mediane,Fréquence des précipitations quotidiennes remarquables (j/an)__haute,Indice feu météo (jours > 40)__reference,Indice feu météo (jours > 40)__basse,Indice feu météo (jours > 40)__mediane,Indice feu météo (jours > 40)__haute,Nombre de jours avec SWI < 0.4__reference,Nombre de jours avec SWI < 0.4__basse,Nombre de jours avec SWI < 0.4__mediane,Nombre de jours avec SWI < 0.4__haute,Écart température moyenne annuelle (°C)__reference,Écart température moyenne annuelle (°C)__basse,Écart température moyenne annuelle (°C)__mediane,Écart température moyenne annuelle (°C)__haute,Écart température moyenne été (°C)__reference,Écart température moyenne été (°C)__basse,Écart température moyenne été (°C)__mediane,Écart température moyenne été (°C)__haute,Écart température moyenne hiver (°C)__reference,Écart température moyenne hiver (°C)__basse,Écart température moyenne hiver (°C)__mediane,Écart température moyenne hiver (°C)__haute,Écart température maximale été (°C)__reference,Écart température maximale été (°C)__basse,Écart température maximale été (°C)__mediane,Écart température maximale été (°C)__haute,Écart nombre de jours avec Tx ≥ 35°C (j/an)__reference,Écart nombre de jours avec Tx ≥ 35°C (j/an)__basse,Écart nombre de jours avec Tx ≥ 35°C (j/an)__mediane,Écart nombre de jours avec Tx ≥ 35°C (j/an)__haute,Écart nombre de jours avec Tx ≥ 30°C (j/an)__reference,Écart nombre de jours avec Tx ≥ 30°C (j/an)__basse,Écart nombre de jours avec Tx ≥ 30°C (j/an)__mediane,Écart nombre de jours avec Tx ≥ 30°C (j/an)__haute,Écart nombre de nuits tropicales (j/an)__reference,Écart nombre de nuits tropicales (j/an)__basse,Écart nombre de nuits tropicales (j/an)__mediane,Écart nombre de nuits tropicales (j/an)__haute,Écart fréquence des précipitations quotidiennes remarquables (j/an)__reference,Écart fréquence des précipitations quotidiennes remarquables (j/an)__basse,Écart fréquence des précipitations quotidiennes remarquables (j/an)__mediane,Écart fréquence des précipitations quotidiennes remarquables (j/an)__haute,Écart indice feu météo (jours > 40)__reference,Écart indice feu météo (jours > 40)__basse,Écart indice feu météo (jours > 40)__mediane,Écart indice feu météo (jours > 40)__haute,Écart jours avec SWI < 0.4__reference,Écart jours avec SWI < 0.4__basse,Écart jours avec SWI < 0.4__mediane,Écart jours avec SWI < 0.4__haute,Écart relatif précipitations annuelles (%)__reference,Écart relatif précipitations annuelles (%)__basse,Écart relatif précipitations annuelles (%)__mediane,Écart relatif précipitations annuelles (%)__haute,Écart relatif précipitations été (%)__reference,Écart relatif précipitations été (%)__basse,Écart relatif précipitations été (%)__mediane,Écart relatif précipitations été (%)__haute,Écart relatif précipitations hiver (%)__reference,Écart relatif précipitations hiver (%)__basse,Écart relatif précipitations hiver (%)__mediane,Écart relatif précipitations hiver (%)__haute,"Écart relatif précipitations journalières extrêmes (P99, %)__reference","Écart relatif précipitations journalières extrêmes (P99, %)__basse","Écart relatif précipitations journalières extrêmes (P99, %)__mediane","Écart relatif précipitations journalières extrêmes (P99, %)__haute",Écart relatif intensité précipitations extrêmes (%)__reference,Écart relatif intensité précipitations extrêmes (%)__basse,Écart relatif intensité précipitations extrêmes (%)__mediane,Écart relatif intensité précipitations extrêmes (%)__haute
62715,Rocquigny,62,2.9248396580351472,50.05568722619339,,9.97,12.84,13.01,13.28,17.04,19.72,20.48,21.17,3.18,5.04,5.9,6.62,21.33,24.32,25.23,26.48,0.2,1.9,3.7,6.3,3.6,13.0,17.5,25.4,0.5,4.1,7.2,9.9,680.35,636.59,764.93,808.33,175.77,120.76,158.71,207.71,173.38,179.88,219.53,276.5,17.42,17.59,20.47,23.49,30.54,29.97,37.11,49.95,3.6,3.5,5.8,7.4,1.0,1.0,4.0,18.0,96.0,94.0,116.0,164.0,0.0,2.88,3.01,3.27,0.0,2.8,3.45,4.1,0.0,1.94,2.73,3.43,0.0,3.03,3.89,5.09,0.0,1.6,3.5,6.0,0.0,9.8,14.2,21.7,0.0,3.5,6.8,9.3,0.0,-0.2,2.2,3.8,0.0,1.0,3.0,15.0,0.0,-2.0,25.0,67.0,0.0,-0.06,0.11,0.19,0.0,-0.31,-0.14,0.14,0.0,0.05,0.3,0.6,0.0,0.01,0.17,0.36,0.0,-0.09,0.26,0.49
62050,Auchy-lès-Hesdin,62,2.0955097278344526,50.40886424772767,,10.17994262412552,12.7808569310232,13.03994262412552,13.33811401033016,16.571771237920878,18.70451415861392,19.782685544818563,20.37725707930696,3.96902831722784,5.737199703432481,6.646285396534799,7.20811401033016,19.94177123792088,22.2854284655116,23.459085693102324,24.41908569310232,0.0091430689768,0.3,1.6,4.2,1.4908569310232,5.4,8.890856931023201,16.326855448185597,0.4,2.6817138620464003,6.7177123792088,10.9451415861392,966.1168166077812,926.6922136470762,1030.405071319518,1129.452730029947,201.17703128290304,138.0737183105592,171.78669444184416,229.58159169610943,271.6758911796014,288.19857672442004,331.86040163112136,419.96568391866754,23.07645752415824,23.99668702765616,26.67074217927424,29.87731445518144,35.92177123792088,37.80177123792088,42.63331297234384,48.23726078640096,3.6,4.5908569310232,5.772570793069599,8.772570793069601,0.0,0.0,1.0,8.908569310232,65.091430689768,67.634277240928,100.0,137.091430689768,0.0,2.61,2.83817138620464,3.16817138620464,0.0,2.27182861379536,3.15,3.7954284655116,0.0,1.84817138620464,2.71,3.21908569310232,0.0,2.49091430689768,3.53731445518144,4.446400148283761,0.0,0.3,1.6,4.1091430689768,0.0,4.0091430689768,7.4,14.6451415861392,0.0,2.1725707930696,6.517712379208799,10.254284655116,0.0,0.9908569310232,2.0725707930696,5.081713862046399,0.0,0.0,1.0,8.0,0.0,4.359985171623995,33.091430689768,66.091430689768,0.0,-0.0381713862046399,0.06,0.17817138620464,0.0,-0.30908569310232,-0.1581713862046399,0.18634277240928,0.0,0.09,0.25817138620464,0.5327429206930401,0.0,0.03182861379536,0.1490856931023199,0.28091430689768,0.0,-0.08091430689768,0.1772570793069599,0.36731445518144
59002,Abscon,59,3.2979543204210997,50.32767254043957,,10.69,13.51,13.72,13.98,17.87,20.57,21.25,21.94,3.74,5.61,6.46,7.12,21.83,24.72,25.55,26.84,0.1,1.6,3.5,6.8,4.1,15.2,18.8,27.2,1.4,9.9,14.6,19.2,709.57,665.39,783.72,866.16,190.56,129.95,169.79,239.17,178.05,184.53,226.85,277.05,17.07,18.07,19.92,21.63,29.64,30.08,36.75,51.05,3.7,4.2,5.5,6.8,1.0,1.0,4.0,15.0,96.0,89.0,129.0,164.0,0.0,2.83,2.99,3.27,0.0,2.76,3.41,4.07,0.0,1.95,2.78,3.37,0.0,2.88,3.72,4.96,0.0,1.5,3.4,6.6,0.0,10.9,14.8,23.0,0.0,8.5,13.4,17.8,0.0,0.6,1.9,3.2,0.0,0.0,2.0,12.0,0.0,-12.0,36.0,61.0,0.0,-0.06,0.08,0.21,0.0,-0.31,-0.11,0.24,0.0,0.05,0.27,0.55,0.0,0.02,0.16,0.27,0.0,0.02,0.22,0.43
62624,Noyelles-Godault,62,2.9935557140511033,50.417776340832376,,10.579746277394056,13.36737672410677,13.577376724106768,13.822115830681344,17.602905681777102,20.22132597958558,20.922115830681346,21.66448538396863,3.775007170819482,5.625797021915245,6.494217319723721,7.142637617532196,21.56552895767033,24.366318808766096,25.236318808766097,26.496318808766095,0.2,1.3842029780847551,3.2078985109576226,6.339492554788111,3.6236955328728673,13.078985109576225,16.657970219152446,25.54739106574573,0.9552895767033568,7.823838949262517,12.208041927347272,15.794925547881116,677.7864556763549,637.3005251527936,753.4218125343577,809.3271352212345,176.01029125967472,130.38794596276995,152.9884004683214,214.80548044490533,174.88564369078202,180.32828130831425,219.70559075112163,273.56703695166703,16.51083287601266,16.48162272710842,18.455303918342324,20.891876449714363,28.56792719423555,29.41028240588388,34.515021512458446,38.68970767937259,3.6,3.523695532872867,5.384202978084756,7.121014890423776,1.0,0.0789851095762237,2.1579702191524475,11.39492554788112,92.49928291805176,87.81522335635664,118.89420846593286,163.7362382467804,0.0,2.788420297808476,2.968420297808476,3.25,0.0,2.6684202978084754,3.3292101489042376,4.028420297808475,0.0,1.92,2.7792101489042373,3.287630446712713,0.0,2.81,3.670789851095762,4.89,0.0,1.1763044671271328,3.192101489042378,6.23159404383049,0.0,9.186883620533845,13.118477664364336,21.63159404383049,0.0,6.621158306813427,11.329056817771049,14.647534482135384,0.0,0.0078985109576223,1.7763044671271329,3.513116379466154,0.0,0.0,2.0789851095762235,9.39492554788112,0.0,-12.578268027627974,35.3159404383049,66.07898510957622,0.0,-0.0507898510957622,0.0984202978084755,0.1792101489042377,0.0,-0.26,-0.13,0.1884202978084755,0.0,0.0215797021915244,0.2423695532872867,0.5568405956169511,0.0,-0.0092101489042377,0.1207898510957622,0.27,0.0,0.0152608934254265,0.2076304467127132,0.3528913401381398
59458,Péronne-en-Mélantois,59,3.170612561084881,50.56428593490721,,10.72,13.48,13.7,14.0,17.78,20.38,21.12,21.88,3.85,5.73,6.55,7.18,21.55,24.37,25.24,26.5,0.2,0.9,2.9,6.4,3.8,13.4,17.5,26.1,1.5,10.9,15.4,19.2,719.25,659.17,771.9,876.15,191.4,136.41,167.41,240.35,179.2,182.4,220.98,267.02,17.65,18.02,19.77,22.92,31.09,31.66,34.21,44.5,3.6,4.1,5.1,7.0,1.0,1.0,4.0,16.0,91.0,81.0,122.0,161.0,0.0,2.76,2.95,3.25,0.0,2.69,3.34,4.03,0.0,1.94,2.76,3.29,0.0,2.81,3.71,4.91,0.0,0.7,2.7,6.2,0.0,9.5,13.9,22.1,0.0,9.3,13.7,17.6,0.0,0.4,1.4,3.4,0.0,1.0,3.0,14.0,0.0,-5.0,36.0,67.0,0.0,-0.08,0.07,0.21,0.0,-0.28,-0.14,0.23,0.0,0.08,0.24,0.48,0.0,0.01,0.14,0.32,0.0,-0.09,0.15,0.33
62323,Fampoux,62,2.871449657960764,50.299729183787065,,10.286414309432343,13.067555406567587,13.270131377121569,13.53127247425681,17.33011116525671,19.92529342416196,20.638990279986327,21.40010105932428,3.436434521297202,5.28385855074322,6.130141483053997,6.776434521297202,21.28640420349992,24.09902059778361,25.022383253594768,26.2389801740539,0.1,1.1229230020291163,3.0372717362165167,6.0884879693233005,3.2373727955408,11.7897006812147,15.33787809216222,23.715359327430235,0.7630314417563335,6.015157208781668,10.62697241743122,13.7862576217583,688.1490848604356,647.6257795799322,768.5940887491711,814.255673835437,177.54584082782736,132.42426148539622,158.27267442558934,215.75628041011305,178.391960917162,182.3385348082843,218.72271584683767,280.7432386739914,16.706070707729783,16.704178954622538,19.143628396012684,21.31657003243442,29.164726527274,30.19909662138352,34.88304937190588,39.7699474495511,3.699898940675717,3.748682707568933,5.962728263783483,7.088791147296151,1.0,0.0,2.0,11.001010593242832,99.74846650405884,91.49390122838918,123.488848262175,170.86156562434016,0.0,2.7874341353784464,2.9674139235135897,3.2437069617567955,0.0,2.680040423729713,3.3163031441756337,4.033706961756796,0.0,1.9037170676892232,2.75,3.2811613090000984,0.0,2.8400101059324285,3.7259891560272784,4.898869008797187,0.0,0.9857523251368832,2.8373727955408,5.9884879693233,0.0,8.726669239458369,12.237574914189366,20.21515720878167,0.0,5.077885472565151,9.989700681214702,12.760598975542766,0.0,0.1115120306766999,2.2628293231077667,3.425961824188384,0.0,0.0,2.0,9.371706768922332,0.0,-14.887911472961502,31.883869099990168,63.367664395951,0.0,-0.0499898940675716,0.1074341353784466,0.176293038243205,0.0,-0.2488589028647583,-0.107727911661945,0.1789296443917567,0.0,0.0162829323107766,0.2448480588920366,0.5674341353784467,0.0,-0.0025658646215533,0.1500505296621417,0.2748682707568933,0.0,-0.0011208852703849,0.2063132501080616,0.3983319858923316
59365,Louvroil,59,3.954218783299931,50.25839808593326,,10.03,12.84,13.07,13.36,17.29,19.97,20.79,21.55,2.98,4.85,5.73,6.44,21.03,23.83,24.62,26.21,0.1,0.6,2.2,5.3,2.7,11.0,13.9,23.9,1.3,9.1,13.3,18.3,851.61,812.65,944.61,1080.11,219.91,160.14,194.2,252.24,232.07,247.73,293.02,362.07,21.35,22.27,25.98,28.68,36.96,35.62,45.26,61.9,3.6,4.1,5.7,8.8,0.0,0.0,1.0,8.0,64.0,61.0,94.0,145.0,0.0,2.82,3.02,3.32,0.0,2.79,3.48,4.23,0.0,1.93,2.78,3.43,0.0,2.87,3.51,5.12,0.0,0.5,2.2,5.3,0.0,8.6,11.6,21.2,0.0,7.8,12.1,16.5,0.0,0.6,2.1,5.2,0.0,0.0,1.0,7.0,0.0,-4.0,39.0,77.0,0.0,-0.05,0.1,0.26,0.0,-0.27,-0.12,0.12,0.0,0.07,0.27,0.56,0.0,0.05,0.22,0.34,0.0,-0.05,0.18,0.61
59157,Cousolre,59,4.153328663033035,50.23701623231175,,9.794166512075543,12.631041628018886,12.862083256037772,13.161041628018886,17.063124884056656,19.72624976811332,20.601041628018884,21.343124884056657,2.7141665120755456,4.583124884056659,5.491041628018887,6.201041628018887,20.764166512075548,23.55624976811332,24.401041628018884,26.00895837198112,0.0,0.4208325603777291,2.2104162801888645,4.9,2.310416280188864,10.310416280188864,13.079167439622273,23.44791859905568,1.2,8.837502318866813,12.9,17.110416280188865,863.4589657923549,814.018712202471,961.289600415652,1037.8699276513555,223.66000371018688,159.2558205022703,200.66439227555773,245.0755798980405,235.5866716135825,248.0737316809522,299.0091767150895,367.8750009275467,21.63375023188668,22.611666975848905,26.13208325603777,29.18770953141452,37.536042555565615,36.58333580679127,47.22313230443046,66.79335250263232,3.689583719811136,3.841665120755458,6.058334879244541,8.079167439622271,0.0,0.0,1.0,8.0,63.10416280188865,67.68751159433407,102.47918599055676,150.5833487924454,0.0,2.847916743962227,3.037916743962227,3.3568751159433403,0.0,2.812083256037773,3.5079167439622267,4.241041628018886,0.0,1.92,2.788958371981113,3.465833487924454,0.0,2.9189583719811134,3.5568751159433405,5.175833487924454,0.0,0.4104162801888645,2.2104162801888645,4.810416280188864,0.0,8.189583719811134,11.05833487924454,21.347918599055674,0.0,7.558334879244541,11.610416280188865,15.520832560377729,0.0,0.1520814009443227,2.447918599055677,4.389583719811136,0.0,0.0,1.0,7.895837198111354,0.0,7.166697584890835,45.68751159433406,84.37502318866812,0.0,-0.0589583719811135,0.0999999999999999,0.2031248840566593,0.0,-0.2789583719811135,-0.1110416280188864,0.1110416280188864,0.0,0.0531248840566593,0.2610416280188864,0.57,0.0,0.0052081400944322,0.1999999999999999,0.3320832560377729,0.0,-0.0141665120755458,0.18,0.7443755797167031
62201,Camiers,62,1.6124101742244232,50.5642005963101,,10.549887549796336,13.04996251659878,13.400112450203666,13.740112450203666,16.569850066395112,18.52,19.659962516598775,20.28018741700611,4.639887549796333,6.409850066395112,7.429887549796333,7.930037483401222,19.409850066395112,21.42981258299389,22.760337350611,23.55985006639511,0.0,0.2996251659877785,1.199250331975557,3.8,1.2996251659877784,4.298875497963335,6.901124502036665,14.3947523238289,0.6996251659877785,3.7,8.299625165987779,15.398125829938891,802.2641312422608,784.4432691240326,861.593772544501,1019.422149832892,165.36536012637478,119.232240935947,136.28753416364563,200.3042142771895,212.45254887128308,220.7621607582486,253.56029179908344,321.2891592289205,20.68052476761711,21.528013379735228,23.631199468839107,27.95142436924644,33.84771351252545,36.28014993360489,40.18476039195521,46.10940833370676,3.6,3.899625165987778,5.801124502036664,8.200749668024443,0.0,0.0,1.996251659877785,8.996251659877784,75.00749668024442,72.00749668024442,99.0037483401222,139.0262383808555,0.0,2.5299625165987774,2.830262383808555,3.1701124502036664,0.0,2.0900749668024443,3.090074966802444,3.710337350610999,0.0,1.8299625165987776,2.750037483401222,3.250224900407333,0.0,2.179925033197556,3.240487284215888,4.020337350610999,0.0,0.2,1.199250331975557,3.7,0.0,3.0988754979633355,5.9,12.99512715784112,0.0,2.8999999999999995,7.799625165987778,14.698500663951112,0.0,0.2996251659877785,2.101124502036664,4.600749668024442,0.0,0.0,1.0,7.996251659877785,0.0,1.9925033197555704,25.996251659877785,58.01499336048886,0.0,-0.0299625165987778,0.0799999999999999,0.2699625165987778,0.0,-0.2800749668024443,-0.1899625165987778,0.2699250331975557,0.0,0.0401499336048885,0.2500374834012221,0.4898875497963335,0.0,0.0397376161914449,0.14,0.3600749668024443,0.0,-0.0399625165987778,0.1801499336048885,0.4299250331975557
62413,Harnes,62,2.9036046585329567,50.45199891056981,,10.627711593599564,13.40537063751298,13.631056878676596,13.9325911507467,17.641650556383382,20.231707648294744,20.968778889845893,21.69474110457509,3.827492711945343,5.72539985002831,6.570088404917252,7.22258527540218,21.621431674729163,24.40026555599585,25.32409033495695,26.521488766640523,0.1978111834577963,1.1718542537387011,3.415283967255829,6.517472783798033,3.790315262406548,12.769665437196496,17.25277690370513,25.951159006276534,0.9962520394743756,7.786567301880924,12.550229534851894,16.213387275866957,672.3227307837508,625.215211881235,733.0691294395169,825.5079380228514,173.5158450133726,124.93043135274252,148.9705701899818,216.5337811239952,174.7055744918111,181.90216855651263,220.61386043080688,272.3923537525065,16.284357931146655,16.787261665231703,18.66127785355691,21.273641927869225,28.406869974806497,29.62990495299977,33.8576341737057,43.29992910102982,3.6606103721618286,3.606925001937642,5.524435534275272,6.75438146994067,1.0,0.0,2.6061037216182847,10.643583326874529,96.7978823958816,91.45580535656158,124.11681946375084,162.9271644575133,0.0,2.783282317821156,2.973564166731255,3.262970489024472,0.0,2.6738993326987543,3.3406925001937644,4.0795555939757895,0.0,1.9585008157897503,2.792970489024472,3.295842155561963,0.0,2.770213006309703,3.6965976230116055,4.8600570919113615,0.0,0.9112438815768732,3.220591071764874,6.356862411636205,0.0,8.618739802628122,13.562461641298585,21.982064488193643,0.0,6.724397785735675,11.6430334126665,15.15121775972171,0.0,-0.0249687048492811,1.8866050504205203,3.058129430466294,0.0,0.0,2.0,9.606103721618286,0.0,-4.588255301827753,34.72842478608516,63.594762076471376,0.0,-0.0621220744323657,0.0840948771821592,0.2088756118423127,0.0,-0.2781831116485485,-0.1517472783798032,0.2078208336562736,0.0,0.0645618530059331,0.2542566669250189,0.5539389627838173,0.0,0.0188756118423127,0.13905863826543,0.295311445111058,0.0,-0.0682752914197599,0.1750633509415045,0.3598566036619455
62815,Tigny-Noyelle,62,1.7079889780144764,50.3554342910377,,10.751749970776087,13.396546018024315,13.72803286166768,14.16877628348936,17.195802596202633,19.307624956164133,20.511342065272544,21.170598643450862,4.536210501706179,6.431006548954406,7.468032861667679,8.056546018024315,20.806473628838905,23.065322301513675,24.312756519730492,25.17019073794732,0.1,0.6776973453495437,2.462828908915906,5.633092036048631,2.5330920360486315,7.976973453495436,11.691841889929076,21.365460180243154,0.5925657817831813,5.166184072097263,9.951315635663626,15.524933925977706,792.0258292540063,763.3744412291574,869.1262245291837,988.8297210779638,181.71206712608307,124.9923957427599,152.02778353381763,222.3378237627093,215.9278858594813,233.3097013198015,267.0237022549667,329.8640584702088,19.43201999755016,20.3224279030537,22.99283580855725,25.360750321463023,31.5486648343688,33.00408595467681,40.27453981975684,50.774585779333336,3.7,3.829736872867275,5.792565781783181,8.229736872867274,0.9256578178318124,0.9256578178318124,2.925657817831812,11.702631271327247,102.06710326362712,96.99276108145892,127.06710326362712,159.95920944964536,0.0,2.674052625426545,2.9577697345349545,3.3670263127132727,0.0,2.242565781783181,3.2885131563566365,3.985539469069909,0.0,1.9562828908915904,2.911078938139817,3.4910789381398173,0.0,2.4295920944964533,3.484796047248228,4.335539469069909,0.0,0.5851315635663625,2.3628289089159065,5.44052625426545,0.0,5.829012981013169,9.158749853880446,18.732368144194524,0.0,4.581052508530901,9.558749853880444,14.832368144194524,0.0,0.229736872867275,2.0925657817831813,4.537171091084094,0.0,0.9256578178318124,1.925657817831812,10.70263127132725,0.0,-4.925657817831812,21.66907963951369,50.89210618601825,0.0,-0.0292565781783181,0.1085131563566362,0.25,0.0,-0.3007434218216819,-0.1707434218216819,0.2585131563566362,0.0,0.08,0.2485131563566362,0.5262828908915906,0.0,0.04,0.1777697345349543,0.3292565781783181,0.0,-0.0855394690699087,0.254052625426545,0.4
59457,Pérenchies,59,2.9687317765988057,50.6700959641286,,10.85,13.61,13.85,14.14,17.9,20.38,21.19,22.01,4.0,5.91,6.74,7.38,21.66,24.28,25.25,26.48,0.2,0.9,3.4,6.7,4.0,13.3,17.0,26.3,1.6,10.7,15.8,20.6,712.14,650.37,767.75,859.43,189.08,129.41,161.83,243.14,177.88,188.01,220.62,266.39,17.3,17.17,19.57,22.76,30.6,29.0,35.83,40.91,3.6,3.3,5.2,6.6,1.0,1.0,4.0,16.0,57.0,39.0,90.0,141.0,0.0,2.76,2.98,3.28,0.0,2.59,3.3,4.01,0.0,1.97,2.8,3.29,0.0,2.74,3.59,4.78,0.0,0.7,3.2,6.4,0.0,9.2,13.0,21.9,0.0,8.5,13.9,19.0,0.0,-0.2,1.6,3.0,0.0,1.0,2.0,13.0,0.0,-10.0,36.0,83.0,0.0,-0.08,0.07,0.2,0.0,-0.32,-0.16,0.27,0.0,0.07,0.23,0.48,0.0,-0.01,0.13,0.33,0.0,-0.11,0.21,0.47
62858,Villers-lès-Cagnicourt,62,3.0100375135982995,50.22517394936888,,10.428259680305027,13.21628884782416,13.40613105022997,13.671882294310189,17.456288847824162,20.094153608837285,20.77480147280588,21.486295456735977,3.606623011922885,5.44694694390718,6.284012652269341,6.942374256003104,21.415632479625238,24.263661647144367,25.137765990728017,26.36987950766092,0.1328356887871473,1.3378213948344806,3.205239158613163,5.967417763778683,3.4557833334387675,12.909922601817456,16.69157503241099,24.86580825640053,0.919708324808674,6.836194608615367,11.342907747681917,14.576166973641584,682.7734413554577,644.133703008153,761.0697872381845,815.6728503838417,176.3187163498667,127.84679518573554,161.0815016925139,225.80906246337912,176.7737074700373,179.8536985366885,220.7262038411064,280.09601099481426,16.433598694008108,16.905912027383614,19.40156287065462,21.57504119344587,28.93378217399671,29.25345467503941,34.447233940018464,44.075069144476096,3.6573613093806703,4.000017278840963,5.881886929974193,7.519624956849535,1.0,0.0,2.310893025827597,12.065636819892369,106.36733045183274,102.680585214909,130.70995578490803,172.70891583002287,0.0,2.797372799320209,2.954263869061933,3.237547437940648,0.0,2.711329577424096,3.332452562059352,4.006399108048809,0.0,1.912452562059352,2.741329577424096,3.307372799320209,0.0,2.851312736397847,3.722133511102779,4.901138097777409,0.0,1.1378213948344806,3.072403469826016,5.834582074991535,0.0,9.63285296762811,13.38484294015927,21.10186598618966,0.0,5.742758290604603,10.631358359645349,13.630203920875964,0.0,0.3639422702108709,2.2818869299741933,3.913061274860298,0.0,0.0,2.0,10.310893025827596,0.0,-10.98656523438756,30.033243621462912,60.83211453350268,0.0,-0.0463924991369907,0.1134328622425705,0.1898507066361442,0.0,-0.2647389897286004,-0.1014873750182861,0.2457395867062597,0.0,0.015736130938067,0.2541145756980771,0.5831089302582759,0.0,0.015736130938067,0.1952290561029991,0.3093655212894665,0.0,0.0043060553447643,0.2167332721475336,0.4639482738735523
62434,La Herlière,62,2.5588509058154028,50.19893479916004,,9.727481774512054,12.50311133088404,12.703111330884042,12.96311133088404,16.517481774512053,18.98933399265212,19.79311133088404,20.586222661768083,3.1174817745120538,4.941852218140067,5.818740887256027,6.456222661768081,20.333111330884044,23.12622266176808,24.19874088725603,25.30622266176808,0.1,0.8437044362801337,2.1311133088404013,5.3688866911596,2.3,9.14963549024107,11.618522181400673,18.8311133088404,0.4,3.5,7.1,10.231113308840404,868.1096157106775,813.6357951398393,945.9813642268648,1023.9087928789886,199.79444334557985,143.97239220114798,177.68608674764633,227.75003955912723,244.77095761515503,249.9911862107922,298.775517095293,383.0408847132033,20.78503645097589,21.260520203444308,24.02259112743973,28.4999901102182,33.13185221814007,34.26043741171072,41.807700480367416,47.35488075729052,3.6000000000000005,3.9688866911595992,5.812591127439733,7.856295563719867,0.0,0.0,2.0,11.562955637198664,69.57024583237728,67.25911274397328,97.51093529276793,143.94068946039064,0.0,2.785629556371987,2.9656295563719866,3.2512591127439734,0.0,2.631852218140067,3.278740887256027,4.004370443628013,0.0,1.894370443628013,2.7143704436280136,3.3343704436280133,0.0,2.88,3.8612591127439737,4.9187408872560265,0.0,0.6437044362801336,2.031113308840401,5.312591127439734,0.0,7.005931053960936,9.231113308840404,16.562226617680803,0.0,2.9000000000000004,6.656295563719866,9.843704436280134,0.0,0.3125911274397327,2.112591127439733,4.243704436280134,0.0,0.0,2.0,10.562955637198664,0.0,2.0,33.56295563719867,64.1852218140067,0.0,-0.0556295563719866,0.0831113308840401,0.1774817745120535,0.0,-0.2712591127439733,-0.12,0.14,0.0,0.0356295563719866,0.2574817745120534,0.5643704436280135,0.0,0.0074817745120534,0.1556295563719866,0.3794068946039065,0.0,0.005036450975893,0.2443704436280133,0.4168886691159599
